date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:46	200994/200994	---M-Z	200	added ('OK')	text/javascript	etag:%2263e927b293c7135e7ea419565aa37a2f%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-acf65942ef2451d36951-min.en-US.js	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/scripts-compressed/user-account-core-acf65942ef2451d36951-min.en-US.js	(from https://www.pentecostal.thelukedavis.com/)
20:01:46	2356/2356	---M-Z	200	added ('OK')	text/css	etag:%22b5b71cfbb0e2e64f293988d2668ab1c6%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-b6e8cafbf34b05da5c2b-min.en-US.css	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/styles-compressed/user-account-core-b6e8cafbf34b05da5c2b-min.en-US.css	(from https://www.pentecostal.thelukedavis.com/)
20:01:48	39515/39515	---M-Z	200	added ('OK')	text/javascript	etag:%22b241b53bb4d64672ad76d230c1dfd3d1%22	http://assets.squarespace.com/universal/scripts-compressed/performance-4c8c839071c8825c9584-min.en-US.js	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/scripts-compressed/performance-4c8c839071c8825c9584-min.en-US.js	(from https://www.pentecostal.thelukedavis.com/)
20:01:49	664421/664421	---M-Z	200	added ('OK')	text/javascript	etag:%22f124ef23996eb232a38b13b99c269934%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-9d885b2cbf9c1a563d68-min.en-US.js	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/scripts-compressed/common-vendors-9d885b2cbf9c1a563d68-min.en-US.js	(from https://www.pentecostal.thelukedavis.com/)
20:01:54	1380947/1380947	---M-Z	200	added ('OK')	text/css	date:Sun,%2012%20Jan%202025%2001:01:48%20GMT	https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css	C:/My%20Web%20Sites/hello/static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css	(from https://www.pentecostal.thelukedavis.com/)
20:01:55	292562/292562	---M-Z	200	added ('OK')	text/css	date:Sun,%2012%20Jan%202025%2001:01:48%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736449968437-DER6SK7FO3QULVG4XGBZ/static.css	C:/My%20Web%20Sites/hello/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736449968437-DER6SK7FO3QULVG4XGBZ/static.css	(from https://www.pentecostal.thelukedavis.com/)
20:01:58	63524/63524	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2001:01:54%20GMT	https://www.pentecostal.thelukedavis.com/cart	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/cart.html	(from https://www.pentecostal.thelukedavis.com/)
20:01:58	140370/140370	---MCZ	200	added ('OK')	text/html	etag:W/%22f15b91498b88026ef5f4e15cbefa5943--gzip%22	https://www.pentecostal.thelukedavis.com/research-methods	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/research-methods.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:04	0/0	---M--	302	error ('Found')	text/html	etag:W/%220aad88f75c0559115e6acb191dbd7a9b%22	https://www.pentecostal.thelukedavis.com/about	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/about.12.delayed	(from https://www.pentecostal.thelukedavis.com/)
20:02:07	155756/155756	---MCZ	200	added ('OK')	text/html	etag:W/%22aaa10003e8be181e155fead760acd4f1--gzip%22	https://www.pentecostal.thelukedavis.com/categories	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/categories.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:07	173725/173725	---MCZ	200	added ('OK')	text/html	etag:W/%22ac3cd34c8901113f2c63dec5dfcdf3ec--gzip%22	https://www.pentecostal.thelukedavis.com/history	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/history.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:09	122128/122128	---MCZ	200	added ('OK')	text/html	etag:W/%22cf39705bc4941270c1ad88d6263d8d91--gzip%22	https://www.pentecostal.thelukedavis.com/influence	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/influence.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:12	179544/179544	---MCZ	200	added ('OK')	text/html	etag:W/%2251784bb01d255c3b0278ee6136faa213--gzip%22	https://www.pentecostal.thelukedavis.com/theology	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/theology.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:13	145787/145787	---MCZ	200	added ('OK')	text/html	etag:W/%22d390c3ced6df557f4f807ba905621fb2--gzip%22	https://www.pentecostal.thelukedavis.com/resources	C:/My%20Web%20Sites/hello/www.pentecostal.thelukedavis.com/resources.html	(from https://www.pentecostal.thelukedavis.com/)
20:02:15	14160/14160	---M--	200	added ('OK')	image/jpeg	etag:CMq83eC7iYoDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/d02d0e60-9a0d-45fd-aaff-d486b8d69bb3/istockphoto-1170312933-612x612.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/d02d0e60-9a0d-45fd-aaff-d486b8d69bb3/istockphoto-1170312933-612x612.jpg	(from https://www.pentecostal.thelukedavis.com/)
20:02:20	266896/266896	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2012%20Jan%202025%2001:02:12%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.03f6b4da1188b5006917209e252012ea.js	C:/My%20Web%20Sites/hello/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.03f6b4da1188b5006917209e252012ea.js	(from https://www.pentecostal.thelukedavis.com/)
20:02:25	1571257/1571257	---M-Z	200	added ('OK')	text/javascript	etag:%22841336a56676c95978b21de8f37443e9%22	http://assets.squarespace.com/universal/scripts-compressed/common-8f2efc2379722eebc6af-min.en-US.js	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/scripts-compressed/common-8f2efc2379722eebc6af-min.en-US.js	(from https://www.pentecostal.thelukedavis.com/)
20:02:31	2146315/2146315	---M-Z	200	added ('OK')	text/javascript	etag:%22cf287149e1ee31274305fab0b1815f39%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-2b0b6b9b52af7c3ee146-min.en-US.js	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/scripts-compressed/commerce-2b0b6b9b52af7c3ee146-min.en-US.js	(from https://www.pentecostal.thelukedavis.com/)
20:02:31	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-3521e0fe0f49a15e7694-min.en-US.css)
20:02:32	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:32	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:32	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:32	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:33	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:33	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:33	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:33	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:34	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:34	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:34	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:34	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:34	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:35	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:35	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:35	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:35	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2001:02:34%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/hello/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.2b.delayed	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:36	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:36	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2001:02:35%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/hello/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:36	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:36	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2001:02:35%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/hello/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:37	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2001:02:36%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/hello/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:37	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:37	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2012%20Jan%202025%2001:02:36%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/hello/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:37	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:38	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:38	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/hello/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/674d1ea5e5ff2764a7037a3c/0/5c5a519771c10ba3470d8101/674d1ea5e5ff2764a7037a43/1600/site.css)
20:02:39	369292/369292	---M--	200	added ('OK')	image/jpeg	etag:CL+L/5bDjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733329393648-QB52AMK6MTDX2LV31G7M/unsplash-image-3mt71MKGjQ0.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733329393648-QB52AMK6MTDX2LV31G7M/unsplash-image-3mt71MKGjQ0.jpg	(from https://www.pentecostal.thelukedavis.com/research-methods)
20:02:39	12865/12865	---M--	200	added ('OK')	image/png	etag:COOBz8e/jooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/f5e2a7f4-916a-4454-992a-e31c58812527/images.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/f5e2a7f4-916a-4454-992a-e31c58812527/images.png	(from https://www.pentecostal.thelukedavis.com/research-methods)
20:02:39	3310/3310	---M--	200	added ('OK')	image/png	etag:CLqxmcu+jooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/fbf23152-a43d-48fd-8e2d-22587ecd46d3/Timeline_(656040)_-_The_Noun_Project.svg.png	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/fbf23152-a43d-48fd-8e2d-22587ecd46d3/Timeline_(656040)_-_The_Noun_Project.svg.png	(from https://www.pentecostal.thelukedavis.com/research-methods)
20:02:39	43360/43360	---M--	200	added ('OK')	image/jpeg	etag:CKW3oY2/jooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1b6d3471-2f98-45ee-bf8e-cc60cf032f3a/istockphoto-1014903134-612x612.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1b6d3471-2f98-45ee-bf8e-cc60cf032f3a/istockphoto-1014903134-612x612.jpg	(from https://www.pentecostal.thelukedavis.com/research-methods)
20:02:40	19207/19207	---M--	200	added ('OK')	image/jpeg	etag:CIyTi6K/jooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/afe099dd-8dc6-4391-9f5a-7a1a9027cef8/eb2a432a83457f099624da68b0f86c9f.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/afe099dd-8dc6-4391-9f5a-7a1a9027cef8/eb2a432a83457f099624da68b0f86c9f.jpg	(from https://www.pentecostal.thelukedavis.com/research-methods)
20:02:40	571782/571782	---M--	200	added ('OK')	image/jpeg	etag:CODZhK/HjooDEAE=	https://images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733330517248-MQ98FCOY0H7DUEQLH8XZ/unsplash-image-MzpNYLtlTAQ.jpg	C:/My%20Web%20Sites/hello/images.squarespace-cdn.com/content/v1/674d1ea5e5ff2764a7037a3c/1733330517248-MQ98FCOY0H7DUEQLH8XZ/unsplash-image-MzpNYLtlTAQ.jpg	(from https://www.pentecostal.thelukedavis.com/categories)
